Id,First Name,Last Name,Full Name,Team Id,Team Name,Team Abbreviation,Conference,Division,Position,Height,Weight,Jersey Number,College,Country,Draft Year,Draft Round,Draft Number,Status
38017685,Chet,Holmgren,Chet Holmgren,21,Oklahoma City Thunder,OKC,West,Northwest,C-F,7-1,208,7,Gonzaga,USA,2022,1,2,Active
38017686,Bennedict,Mathurin,Bennedict Mathurin,13,LA Clippers,LAC,West,Pacific,G-F,6-5,210,9,Arizona,Canada,2022,1,6,Active
38017688,Keegan,Murray,Keegan Murray,26,Sacramento Kings,SAC,West,Pacific,F,6-8,225,13,Iowa,USA,2022,1,4,Active
38017690,Shaedon,Sharpe,Shaedon Sharpe,25,Portland Trail Blazers,POR,West,Northwest,G,6-5,210,17,Kentucky,Canada,2022,1,7,Active
38017691,TyTy,Washington Jr.,TyTy Washington Jr.,13,LA Clippers,LAC,West,Pacific,G,6-3,195,14,Kentucky,USA,2022,1,29,Active
38017692,Malaki,Branham,Malaki Branham,22,Orlando Magic,ORL,East,Southeast,F,6-4,180,22,Ohio State,USA,2022,1,20,Active
38017693,Blake,Wesley,Blake Wesley,25,Portland Trail Blazers,POR,West,Northwest,G,6-4,190,1,Notre Dame,USA,2022,1,25,Active
38017694,Jalen,Duren,Jalen Duren,9,Detroit Pistons,DET,East,Central,C,6-10,250,0,Memphis,USA,2022,1,13,Active
38017695,Tari,Eason,Tari Eason,11,Houston Rockets,HOU,West,Southwest,F,6-8,215,17,Louisiana State,USA,2022,1,17,Active
38017696,Nikola,Jovic,Nikola Jovic,16,Miami Heat,MIA,East,Southeast,F,6-10,205,5,Mega Basket,Serbia,2022,1,27,Active
38017697,Max,Christie,Max Christie,7,Dallas Mavericks,DAL,West,Southwest,G,6-5,190,0,Michigan State,USA,2022,2,35,Active
38017698,Mark,Williams,Mark Williams,24,Phoenix Suns,PHX,West,Pacific,C,7-1,240,15,Duke,USA,2022,1,15,Active
38017699,Jeremy,Sochan,Jeremy Sochan,25,Portland Trail Blazers,POR,West,Northwest,F,6-8,230,20,Baylor,Poland,2022,1,9,Active
38017700,Wendell,Moore Jr.,Wendell Moore Jr.,9,Detroit Pistons,DET,East,Central,G,6-5,215,14,Duke,USA,2022,1,26,Active
38017703,Jalen,Williams,Jalen Williams,21,Oklahoma City Thunder,OKC,West,Northwest,G-F,6-5,211,8,Santa Clara,USA,2022,1,12,Active
38017705,Walker,Kessler,Walker Kessler,14,Los Angeles Lakers,LAL,West,Pacific,C,7-2,245,14,Auburn,USA,2022,1,22,Active
38017706,Jaylin,Williams,Jaylin Williams,21,Oklahoma City Thunder,OKC,West,Northwest,F,6-9,240,6,Arkansas,USA,2022,2,34,Active
38017707,JD,Davison,JD Davison,22,Orlando Magic,ORL,East,Southeast,G,6-1,195,4,Alabama,USA,2022,2,53,Active
38017708,Bryce,McGowens,Bryce McGowens,19,New Orleans Pelicans,NOP,West,Southwest,G,6-6,190,11,Nebraska,USA,2022,2,40,Active
38017709,Christian,Braun,Christian Braun,8,Denver Nuggets,DEN,West,Northwest,G,6-6,220,0,Kansas,USA,2022,1,21,Active
38017710,Christian,Koloko,Christian Koloko,19,New Orleans Pelicans,NOP,West,Southwest,C,6-11,225,10,Arizona,Cameroon,2022,2,33,Active
38017711,Jabari,Walker,Jabari Walker,23,Philadelphia 76ers,PHI,East,Atlantic,F,6-7,237,33,Colorado,USA,2022,2,57,Active
38017712,Ryan,Rollins,Ryan Rollins,17,Milwaukee Bucks,MIL,East,Central,G,6-3,180,13,Toledo,USA,2022,2,44,Active
38017714,Keon,Ellis,Keon Ellis,3,Brooklyn Nets,BKN,East,Atlantic,G,6-4,175,14,Alabama,USA,,,,Active
38017715,Josh,Minott,Josh Minott,3,Brooklyn Nets,BKN,East,Atlantic,F,6-8,205,0,Memphis,USA,2022,2,45,Active
38017716,Ousmane,Dieng,Ousmane Dieng,17,Milwaukee Bucks,MIL,East,Central,F,6-9,185,21,New Zealand Breakers,France,2022,1,11,Active
38017717,Ron,Harper Jr.,Ron Harper Jr.,2,Boston Celtics,BOS,East,Atlantic,F,6-5,233,13,Rutgers,USA,,,,Active
38017719,Dalen,Terry,Dalen Terry,10,Golden State Warriors,GSW,West,Pacific,F,6-6,210,14,Arizona,USA,2022,1,18,Active
38017720,Trevor,Keels,Trevor Keels,16,Miami Heat,MIA,East,Southeast,G,6-3,215,3,Duke,USA,2022,2,42,Active
38017721,Peyton,Watson,Peyton Watson,6,Cleveland Cavaliers,CLE,East,Central,G,6-8,200,8,UCLA,USA,2022,1,30,Active
38017722,Tyrese,Martin,Tyrese Martin,23,Philadelphia 76ers,PHI,East,Atlantic,G,6-6,215,23,Connecticut,USA,2022,2,51,Active
38017724,Caleb,Houstan,Caleb Houstan,19,New Orleans Pelicans,NOP,West,Southwest,G,6-8,205,33,Michigan,Canada,2022,2,32,Active
38017725,Moussa,Diabate,Moussa Diabate,4,Charlotte Hornets,CHA,East,Southeast,F,6-10,210,14,Michigan,France,2022,2,43,Active
38017727,Collin,Gillespie,Collin Gillespie,24,Phoenix Suns,PHX,West,Pacific,G,6-1,195,12,Villanova,USA,,,,Active
38017728,Jake,LaRavia,Jake LaRavia,14,Los Angeles Lakers,LAL,West,Pacific,F,6-7,235,12,Wake Forest,USA,2022,1,19,Active
38017729,David,Roddy,David Roddy,8,Denver Nuggets,DEN,West,Northwest,F,6-5,255,45,Colorado State,USA,2022,1,23,Active
38017730,Dominick,Barlow,Dominick Barlow,23,Philadelphia 76ers,PHI,East,Atlantic,F,6-9,224,25,Overtime Elite,USA,,,,Active
38017733,A.J.,Green,A.J. Green,17,Milwaukee Bucks,MIL,East,Central,G,6-4,190,20,Northern Iowa,USA,,,,Active
38017734,Jamal,Cain,Jamal Cain,22,Orlando Magic,ORL,East,Southeast,F,6-7,191,8,Oakland,USA,,,,Active
38017739,Simone,Fontecchio,Simone Fontecchio,16,Miami Heat,MIA,East,Southeast,F,6-7,209,0,Baskonia,Italy,,,,Active
38124126,John,Butler Jr.,John Butler Jr.,17,Milwaukee Bucks,MIL,East,Central,F,7-0,220,21,Florida State,USA,,,,Active
44477062,Jamaree,Bouyea,Jamaree Bouyea,24,Phoenix Suns,PHX,West,Pacific,G,6-2,180,17,San Francisco,USA,,,,Active
44477085,Quenton,Jackson,Quenton Jackson,12,Indiana Pacers,IND,East,Central,G,6-4,173,29,Texas A&M,USA,,,,Active
45088184,Keaton,Wallace,Keaton Wallace,1,Atlanta Hawks,ATL,East,Southeast,G,6-3,185,2,Texas-San Antonio,USA,,,,Active
47738533,Jeenathan,Williams,Jeenathan Williams,10,Golden State Warriors,GSW,West,Pacific,G,6-5,205,19,Buffalo,USA,,,,Active
56677582,Jalen,Pickett,Jalen Pickett,13,LA Clippers,LAC,West,Pacific,G,6-2,202,24,Penn State,USA,2023,2,32,Active
56677722,Jalen,Wilson,Jalen Wilson,1,Atlanta Hawks,ATL,East,Southeast,F,6-6,220,22,Kansas,USA,2023,2,51,Active
56677738,Colin,Castleton,Colin Castleton,22,Orlando Magic,ORL,East,Southeast,C,6-10,250,14,Florida,USA,,,,Active
56677747,Scoot,Henderson,Scoot Henderson,25,Portland Trail Blazers,POR,West,Northwest,G,6-3,207,0,NBA G League Ignite,USA,2023,1,3,Active
56677776,Julian,Strawther,Julian Strawther,8,Denver Nuggets,DEN,West,Northwest,G,6-6,205,3,Gonzaga,USA,2023,1,29,Active
56677778,Oscar,Tshiebwe,Oscar Tshiebwe,11,Houston Rockets,HOU,West,Southwest,F-C,6-8,255,34,Kentucky,DRC,,,,Active
56677782,Leonard,Miller,Leonard Miller,5,Chicago Bulls,CHI,East,Central,F,6-10,220,11,NBA G League Ignite,Canada,2023,2,33,Active
56677785,Jaime,Jaquez Jr.,Jaime Jaquez Jr.,17,Milwaukee Bucks,MIL,East,Central,G,6-6,225,24,UCLA,USA,2023,1,18,Active
56677791,Kris,Murray,Kris Murray,15,Memphis Grizzlies,MEM,West,Southwest,F,6-8,218,24,Iowa,USA,2023,1,23,Active
56677792,Marcus,Sasser,Marcus Sasser,7,Dallas Mavericks,DAL,West,Southwest,G,6-1,195,8,Houston,USA,2023,1,25,Active
56677799,Trayce,Jackson-Davis,Trayce Jackson-Davis,28,Toronto Raptors,TOR,East,Atlantic,F,6-9,245,32,Indiana,USA,2023,2,57,Active
56677806,Mouhamed,Gueye,Mouhamed Gueye,1,Atlanta Hawks,ATL,East,Southeast,F,6-11,210,18,Washington State,Senegal,2023,2,39,Active
56677817,Sidy,Cissoko,Sidy Cissoko,25,Portland Trail Blazers,POR,West,Northwest,G,6-6,220,91,NBA G League Ignite,France,2023,2,44,Active
56677822,Victor,Wembanyama,Victor Wembanyama,27,San Antonio Spurs,SAS,West,Southwest,F-C,7-4,235,1,Metropolitans 92,France,2023,1,1,Active
56677823,Brandon,Miller,Brandon Miller,4,Charlotte Hornets,CHA,East,Southeast,F,6-7,200,24,Alabama,USA,2023,1,2,Active
56677824,Taylor,Hendricks,Taylor Hendricks,15,Memphis Grizzlies,MEM,West,Southwest,F,6-9,215,22,Central Florida,USA,2023,1,9,Active
56677825,Amen,Thompson,Amen Thompson,11,Houston Rockets,HOU,West,Southwest,G-F,6-7,200,1,Overtime Elite,USA,2023,1,4,Active
56677826,Ausar,Thompson,Ausar Thompson,9,Detroit Pistons,DET,East,Central,G-F,6-7,205,9,Overtime Elite,USA,2023,1,5,Active
56677827,Anthony,Black,Anthony Black,22,Orlando Magic,ORL,East,Southeast,G,6-7,200,0,Arkansas,USA,2023,1,6,Active
56677828,Gradey,Dick,Gradey Dick,28,Toronto Raptors,TOR,East,Atlantic,G,6-7,200,1,Kansas,USA,2023,1,13,Active
56677829,Rayan,Rupert,Rayan Rupert,23,Philadelphia 76ers,PHI,East,Atlantic,G-F,6-7,205,21,New Zealand Breakers,France,2023,2,43,Active
56677830,GG,Jackson,GG Jackson,15,Memphis Grizzlies,MEM,West,Southwest,F,6-9,210,45,South Carolina,USA,2023,2,45,Active
56677832,Jarace,Walker,Jarace Walker,12,Indiana Pacers,IND,East,Central,F,6-7,235,5,Houston,USA,2023,1,8,Active
56677833,Cason,Wallace,Cason Wallace,21,Oklahoma City Thunder,OKC,West,Northwest,G,6-3,195,22,Kentucky,USA,2023,1,10,Active
56677834,Keyonte,George,Keyonte George,29,Utah Jazz,UTA,West,Northwest,G,6-4,185,3,Baylor,USA,2023,1,16,Active
56677837,Jordan,Hawkins,Jordan Hawkins,19,New Orleans Pelicans,NOP,West,Southwest,G,6-5,190,24,Connecticut,USA,2023,1,14,Active
56677838,Kobe,Bufkin,Kobe Bufkin,19,New Orleans Pelicans,NOP,West,Southwest,G,6-4,195,44,Michigan,USA,2023,1,15,Active
56677839,Jett,Howard,Jett Howard,7,Dallas Mavericks,DAL,West,Southwest,G,6-8,215,13,Michigan,USA,2023,1,11,Active
56677840,Dereck,Lively II,Dereck Lively II,7,Dallas Mavericks,DAL,West,Southwest,C,7-1,230,2,Duke,USA,2023,1,12,Active
56677842,Brice,Sensabaugh,Brice Sensabaugh,29,Utah Jazz,UTA,West,Northwest,F,6-6,235,28,Ohio State,USA,2023,1,28,Active
56677843,Noah,Clowney,Noah Clowney,3,Brooklyn Nets,BKN,East,Atlantic,F,6-10,210,21,Alabama,USA,2023,1,21,Active
56677844,Bilal,Coulibaly,Bilal Coulibaly,30,Washington Wizards,WAS,East,Southeast,G,6-7,195,0,Metropolitans 92,France,2023,1,7,Active
56677849,Kobe,Brown,Kobe Brown,12,Indiana Pacers,IND,East,Central,F,6-7,250,24,Missouri,USA,2023,1,30,Active
56677850,Toumani,Camara,Toumani Camara,25,Portland Trail Blazers,POR,West,Northwest,F,6-7,230,33,Dayton,Belgium,2023,2,52,Active
56677851,Jaylen,Clark,Jaylen Clark,18,Minnesota Timberwolves,MIN,West,Northwest,G,6-5,205,7,UCLA,USA,2023,2,53,Active
56677852,Andre,Jackson Jr.,Andre Jackson Jr.,28,Toronto Raptors,TOR,East,Atlantic,G,6-6,209,44,Connecticut,USA,2023,2,36,Active
56677856,Jordan,Miller,Jordan Miller,13,LA Clippers,LAC,West,Pacific,G,6-5,194,22,Miami,USA,2023,2,48,Active
56677857,Julian,Phillips,Julian Phillips,11,Houston Rockets,HOU,West,Southwest,F,6-6,201,4,Tennessee,USA,2023,2,35,Active
56677858,Brandin,Podziemski,Brandin Podziemski,10,Golden State Warriors,GSW,West,Pacific,G,6-4,205,2,Santa Clara,USA,2023,1,19,Active
56677859,Olivier-Maxence,Prosper,Olivier-Maxence Prosper,15,Memphis Grizzlies,MEM,West,Southwest,F,6-7,230,18,Marquette,Canada,2023,1,24,Active
56677861,Ben,Sheppard,Ben Sheppard,12,Indiana Pacers,IND,East,Central,G,6-6,190,26,Belmont,USA,2023,1,26,Active
56677862,Jalen,Slawson,Jalen Slawson,12,Indiana Pacers,IND,East,Central,F,6-7,215,18,Furman,USA,2023,2,54,Active
56677864,Jordan,Walsh,Jordan Walsh,2,Boston Celtics,BOS,East,Atlantic,G,6-6,205,27,Arkansas,USA,2023,2,38,Active
56677872,Craig,Porter,Craig Porter,6,Cleveland Cavaliers,CLE,East,Central,G,6-1,180,9,Wichita State,USA,,,,Active
57875092,Gui,Santos,Gui Santos,10,Golden State Warriors,GSW,West,Pacific,F,6-7,185,15,Minas,Brazil,2022,2,55,Active
64269023,Trey,Jemison,Trey Jemison,28,Toronto Raptors,TOR,East,Atlantic,C,6-10,270,50,Alabama-Birmingham,USA,,,,Active
64270026,Pete,Nance,Pete Nance,17,Milwaukee Bucks,MIL,East,Central,F,6-9,225,35,Northwestern,USA,,,,Active
436846673,Adam,Flagler,Adam Flagler,26,Sacramento Kings,SAC,West,Pacific,G,6-1,180,14,Baylor,USA,,,,Active
795959473,Pat,Spencer,Pat Spencer,24,Phoenix Suns,PHX,West,Pacific,G,6-2,205,61,Northwestern,USA,,,,Active
1016384149,Tristan,Vukcevic,Tristan Vukcevic,30,Washington Wizards,WAS,East,Southeast,F,7-0,220,0,Real Madrid,Italy,2023,2,42,Active
1028025177,Matas,Buzelis,Matas Buzelis,5,Chicago Bulls,CHI,East,Central,F,6-8,196,14,NBA G League Ignite,USA,2024,1,11,Active
1028025235,Carlton,Carrington,Carlton Carrington,30,Washington Wizards,WAS,East,Southeast,G,6-4,190,7,Pittsburgh,USA,2024,1,14,Active
1028025242,Devin,Carter,Devin Carter,1,Atlanta Hawks,ATL,East,Southeast,G,6-2,195,22,Providence,USA,2024,1,13,Active
1028025261,Stephon,Castle,Stephon Castle,27,San Antonio Spurs,SAS,West,Southwest,G,6-6,215,5,Connecticut,USA,2024,1,4,Active
1028025344,Donovan,Clingan,Donovan Clingan,25,Portland Trail Blazers,POR,West,Northwest,C,7-2,280,23,Connecticut,USA,2024,1,7,Active
1028025362,Isaiah,Collier,Isaiah Collier,29,Utah Jazz,UTA,West,Northwest,G,6-4,210,8,Southern California,USA,2024,1,29,Active
1028025497,Tristan,Da Silva,Tristan Da Silva,22,Orlando Magic,ORL,East,Southeast,F,6-8,217,23,Colorado,Germany,2024,1,18,Active
1028025498,Pacome,Dadiet,Pacome Dadiet,20,New York Knicks,NYK,East,Atlantic,F,6-9,210,4,Ratiopharm Ulm,France,2024,1,25,Active
1028025639,Rob,Dillingham,Rob Dillingham,5,Chicago Bulls,CHI,East,Central,G,6-2,175,7,Kentucky,USA,2024,1,8,Active
1028025723,Ryan,Dunn,Ryan Dunn,24,Phoenix Suns,PHX,West,Pacific,F,6-7,216,0,Virginia,USA,2024,1,28,Active
1028025754,Zach,Edey,Zach Edey,15,Memphis Grizzlies,MEM,West,Southwest,C,7-3,305,14,Purdue,Canada,2024,1,9,Active
1028026060,KyShawn,George,KyShawn George,30,Washington Wizards,WAS,East,Southeast,F,6-8,200,18,Miami,Switzerland,2024,1,24,Active
1028026508,Ronald,Holland II,Ronald Holland II,9,Detroit Pistons,DET,East,Central,F,6-8,206,5,NBA G League Ignite,USA,2024,1,5,Active
1028026514,DaRon,Holmes II,DaRon Holmes II,8,Denver Nuggets,DEN,West,Northwest,F,6-9,225,14,Dayton,USA,2024,1,22,Active
1028026717,AJ,Johnson,AJ Johnson,15,Memphis Grizzlies,MEM,West,Southwest,G,6-5,160,8,Illawarra,USA,2024,1,23,Active
1028026812,Dillon,Jones,Dillon Jones,20,New York Knicks,NYK,East,Atlantic,F,6-5,235,,Weber State,USA,2024,1,26,Active
1028026974,Dalton,Knecht,Dalton Knecht,14,Los Angeles Lakers,LAL,West,Pacific,F,6-6,215,4,Tennessee,USA,2024,1,17,Active
1028027372,Jared,McCain,Jared McCain,21,Oklahoma City Thunder,OKC,West,Northwest,G,6-3,195,3,Duke,USA,2024,1,16,Active
1028027567,Yves,Missi,Yves Missi,19,New Orleans Pelicans,NOP,West,Southwest,C,6-11,235,21,Baylor,Cameroon,2024,1,21,Active
1028028244,Zaccharie,Risacher,Zaccharie Risacher,7,Dallas Mavericks,DAL,West,Southwest,F,6-8,200,10,JL Bourg-en-Bresse,France,2024,1,1,Active
1028028379,Tidjane,Salaun,Tidjane Salaun,4,Charlotte Hornets,CHA,East,Southeast,F,6-10,207,31,Cholet,France,2024,1,6,Active
1028028405,Alexandre,Sarr,Alexandre Sarr,30,Washington Wizards,WAS,East,Southeast,C,7-0,205,20,Washington Wizards,France,2024,1,2,Active
1028028434,Baylor,Scheierman,Baylor Scheierman,2,Boston Celtics,BOS,East,Atlantic,G,6-6,205,55,Creighton,USA,2024,1,30,Active
1028028501,Terrence,Shannon Jr.,Terrence Shannon Jr.,18,Minnesota Timberwolves,MIN,West,Northwest,G-F,6-6,215,4,Illinois,USA,2024,1,27,Active
1028028519,Reed,Sheppard,Reed Sheppard,11,Houston Rockets,HOU,West,Southwest,G,6-2,185,15,Kentucky,USA,2024,1,3,Active
1028028932,Nikola,Topic,Nikola Topic,21,Oklahoma City Thunder,OKC,West,Northwest,G,6-6,200,44,Crvena zvezda,Serbia,2024,1,12,Active
1028028993,Jaylon,Tyson,Jaylon Tyson,6,Cleveland Cavaliers,CLE,East,Central,G-F,6-6,215,20,California,USA,2024,1,20,Active
1028029111,Ja'Kobe,Walter,Ja'Kobe Walter,28,Toronto Raptors,TOR,East,Atlantic,G,6-4,180,14,Baylor,USA,2024,1,19,Active
1028029127,Kel'el,Ware,Kel'el Ware,17,Milwaukee Bucks,MIL,East,Central,C,7-0,230,9,Indiana,USA,2024,1,15,Active
1028029291,Cody,Williams,Cody Williams,18,Minnesota Timberwolves,MIN,West,Northwest,F,6-8,190,5,Colorado,USA,2024,1,10,Active
1028034846,Adem,Bona,Adem Bona,23,Philadelphia 76ers,PHI,East,Atlantic,F,6-10,235,30,UCLA,Nigeria,2024,2,41,Active
1028035215,Cam,Christie,Cam Christie,13,LA Clippers,LAC,West,Pacific,G,6-5,190,24,Minnesota,USA,2024,2,46,Active
1028035794,Kyle,Filipowski,Kyle Filipowski,29,Utah Jazz,UTA,West,Northwest,C,6-11,250,2,Duke,USA,2024,2,32,Active
1028035897,Johnny,Furphy,Johnny Furphy,12,Indiana Pacers,IND,East,Central,G,6-8,200,12,Kansas,Australia,2024,2,35,Active
1028036515,Oso,Ighodaro,Oso Ighodaro,24,Phoenix Suns,PHX,West,Pacific,F,6-11,235,11,Marquette,USA,2024,2,40,Active
1028036898,Tyler,Kolek,Tyler Kolek,20,New York Knicks,NYK,East,Atlantic,G,6-2,195,13,Marquette,USA,2024,2,34,Active
1028036986,Pelle,Larsson,Pelle Larsson,16,Miami Heat,MIA,East,Southeast,G,6-5,215,9,Arizona,Sweden,2024,2,44,Active
1028037477,Ajay,Mitchell,Ajay Mitchell,21,Oklahoma City Thunder,OKC,West,Northwest,G,6-4,190,25,California-Santa Barbara,Belgium,2024,2,38,Active
1028037494,Jonathan,Mogbo,Jonathan Mogbo,26,Sacramento Kings,SAC,West,Pacific,F,6-9,225,2,San Francisco,USA,2024,2,31,Active
1028038100,Antonio,Reeves,Antonio Reeves,4,Charlotte Hornets,CHA,East,Southeast,G,6-5,205,12,Kentucky,USA,2024,2,47,Active
1028038426,Jamal,Shead,Jamal Shead,28,Toronto Raptors,TOR,East,Atlantic,G,6-1,200,23,Houston,USA,2024,2,45,Active
1028038474,K.J.,Simpson,K.J. Simpson,8,Denver Nuggets,DEN,West,Northwest,G,6-2,189,25,Colorado,USA,2024,2,42,Active
1028039105,Jaylen,Wells,Jaylen Wells,15,Memphis Grizzlies,MEM,West,Southwest,F,6-7,,0,Washington State,USA,2024,2,39,Active
1028045812,Enrique,Freeman,Enrique Freeman,18,Minnesota Timberwolves,MIN,West,Northwest,F,6-9,220,25,Akron,USA,2024,2,50,Active
1028046422,Ariel,Hukporti,Ariel Hukporti,23,Philadelphia 76ers,PHI,East,Atlantic,C,7-0,246,55,Riesen Ludwigsburg,Germany,2024,2,58,Active
1028046464,Harrison,Ingram,Harrison Ingram,29,Utah Jazz,UTA,West,Northwest,F,6-5,230,55,North Carolina,USA,2024,2,48,Active
1028046517,Bronny,James,Bronny James,14,Los Angeles Lakers,LAL,West,Pacific,G,6-2,210,9,Southern California,USA,2024,2,55,Active
1028047255,Kevin,McCullar Jr.,Kevin McCullar Jr.,20,New York Knicks,NYK,East,Atlantic,G,6-6,210,9,Kansas,USA,2024,2,56,Active
1028047928,Quinten,Post,Quinten Post,15,Memphis Grizzlies,MEM,West,Southwest,C,7-0,238,21,Boston College,Netherlands,2024,2,52,Active
1028048549,Cam,Spencer,Cam Spencer,15,Memphis Grizzlies,MEM,West,Southwest,G,6-3,205,24,Connecticut,USA,2024,2,53,Active
1028112004,Zyon,Pullin,Zyon Pullin,18,Minnesota Timberwolves,MIN,West,Northwest,G,6-4,206,15,Florida,USA,,,,Active
1028125584,Keshad,Johnson,Keshad Johnson,16,Miami Heat,MIA,East,Southeast,F,6-6,225,16,Arizona,USA,,,,Active
1028203085,Trey,Alexander,Trey Alexander,29,Utah Jazz,UTA,West,Northwest,G,6-5,185,23,Creighton,USA,,,,Active
1028203948,Isaiah,Crawford,Isaiah Crawford,11,Houston Rockets,HOU,West,Southwest,F,6-6,220,27,Louisiana Tech,USA,,,,Active
1028205331,Isaac,Jones,Isaac Jones,9,Detroit Pistons,DET,East,Central,F,6-8,245,3,Washington State,USA,,,,Active
1028214238,Justin,Edwards,Justin Edwards,23,Philadelphia 76ers,PHI,East,Atlantic,F,6-7,217,11,Kentucky,USA,,,,Active
1028214958,Blake,Hinson,Blake Hinson,29,Utah Jazz,UTA,West,Northwest,F,6-8,230,2,Pittsburgh,USA,,,,Active
1028218679,Branden,Carlson,Branden Carlson,25,Portland Trail Blazers,POR,West,Northwest,C,7-0,220,15,Utah,USA,,,,Active
1028240128,Daniss,Jenkins,Daniss Jenkins,9,Detroit Pistons,DET,East,Central,G,6-4,165,24,St. John's,USA,,,,Active
1028243201,Jamison,Battle,Jamison Battle,28,Toronto Raptors,TOR,East,Atlantic,F,6-7,220,77,Ohio State,USA,,,,Active
1028244219,Tristan,Enaruna,Tristan Enaruna,6,Cleveland Cavaliers,CLE,East,Central,F,6-7,220,21,Cleveland State,Netherlands,,,,Active
1028244692,PJ,Hall,PJ Hall,4,Charlotte Hornets,CHA,East,Southeast,C,6-8,245,16,Clemson,USA,,,,Active
1028245237,David,Jones,David Jones,27,San Antonio Spurs,SAS,West,Southwest,F,6-4,210,25,Memphis,Dominican Republic,,,,Active
1028245777,Karlo,Matkovic,Karlo Matkovic,19,New Orleans Pelicans,NOP,West,Southwest,F-C,6-10,231,17,Mega Basket,Bosnia and Herzegovina,2022,2,52,Active
1028245994,Riley,Minix,Riley Minix,6,Cleveland Cavaliers,CLE,East,Central,F,6-7,230,12,Morehead State,USA,,,,Active
1028246478,Daeqwon,Plowden,Daeqwon Plowden,26,Sacramento Kings,SAC,West,Pacific,G-F,6-4,216,29,Bowling Green,USA,,,,Active
1028255289,Spencer,Jones,Spencer Jones,8,Denver Nuggets,DEN,West,Northwest,F,6-7,225,21,Stanford,USA,,,,Active
1028256970,Jamarion,Sharp,Jamarion Sharp,13,LA Clippers,LAC,West,Pacific,C,7-5,235,33,Mississippi,USA,,,,Active
1028257937,Jahmir,Young,Jahmir Young,16,Miami Heat,MIA,East,Southeast,G,6-0,185,17,Maryland,USA,,,,Active
1028264794,Elijah,Harkless,Elijah Harkless,9,Detroit Pistons,DET,East,Central,G,6-3,195,16,UNLV,USA,,,,Active
1028265377,Yuki,Kawamura,Yuki Kawamura,13,LA Clippers,LAC,West,Pacific,G,5-7,159,8,Japan,Japan,,,,Active
1028265620,Malevy,Leons,Malevy Leons,10,Golden State Warriors,GSW,West,Pacific,F,6-9,210,33,Bradley,Netherlands,,,,Active
1028266882,Cormac,Ryan,Cormac Ryan,17,Milwaukee Bucks,MIL,East,Central,G,6-5,205,30,North Carolina,USA,,,,Active
1028267166,Tolu,Smith,Tolu Smith,9,Detroit Pistons,DET,East,Central,F,6-11,,35,Mississippi State,USA,,,,Active
1028271147,Alex,Morales,Alex Morales,22,Orlando Magic,ORL,East,Southeast,G,6-6,210,30,Wagner,USA,,,,Active
1028274126,RayJ,Dennis,RayJ Dennis,1,Atlanta Hawks,ATL,East,Southeast,G,6-1,180,0,Baylor,USA,,,,Active
1042560902,Nae'Qwan,Tomlin,Nae'Qwan Tomlin,6,Cleveland Cavaliers,CLE,East,Central,F,6-8,210,35,Memphis,USA,,,,Active
1057260888,Airious,Bailey,Airious Bailey,29,Utah Jazz,UTA,West,Northwest,F,6-9,200,19,Rutgers,USA,2025,1,5,Active
1057261935,VJ,Edgecombe,VJ Edgecombe,23,Philadelphia 76ers,PHI,East,Atlantic,G,6-4,190,77,Baylor,USA,2025,1,3,Active
1057262088,Cooper,Flagg,Cooper Flagg,7,Dallas Mavericks,DAL,West,Southwest,F,6-9,205,32,Duke,USA,2025,1,1,Active
1057262518,Dylan,Harper,Dylan Harper,27,San Antonio Spurs,SAS,West,Southwest,G,6-5,215,2,Rutgers,USA,2025,1,2,Active
1057262985,Tre,Johnson,Tre Johnson,30,Washington Wizards,WAS,East,Southeast,G,6-5,190,12,Texas,USA,2025,1,6,Active
1057263194,Kon,Knueppel,Kon Knueppel,4,Charlotte Hornets,CHA,East,Southeast,G-F,6-6,215,7,Duke,USA,2025,1,4,Active
1057266649,Cedric,Coward,Cedric Coward,15,Memphis Grizzlies,MEM,West,Southwest,G,6-5,206,23,Washington State,USA,2025,1,11,Active
1057266813,Egor,Demin,Egor Demin,3,Brooklyn Nets,BKN,East,Atlantic,G,6-8,200,8,Brigham Young,Russia,2025,1,8,Active
1057267077,Jeremiah,Fears,Jeremiah Fears,19,New Orleans Pelicans,NOP,West,Southwest,G,6-3,190,0,Oklahoma,USA,2025,1,7,Active
1057268513,Khaman,Maluach,Khaman Maluach,24,Phoenix Suns,PHX,West,Pacific,C,7-1,250,10,Duke,South Sudan,2025,1,10,Active
1057268940,Collin,Murray-Boyles,Collin Murray-Boyles,28,Toronto Raptors,TOR,East,Atlantic,F,6-7,245,30,South Carolina,USA,2025,1,9,Active
1057271099,Joan,Beringer,Joan Beringer,18,Minnesota Timberwolves,MIN,West,Northwest,F,6-11,230,19,Cedevita Olimpija (Slovenia),France,2025,1,17,Active
1057271360,Carter,Bryant,Carter Bryant,27,San Antonio Spurs,SAS,West,Southwest,F,6-6,220,11,Arizona,USA,2025,1,14,Active
1057271583,Walter,Clayton Jr.,Walter Clayton Jr.,15,Memphis Grizzlies,MEM,West,Southwest,G,6-4,195,4,Florida,USA,2025,1,18,Active
1057272081,Noa,Essengue,Noa Essengue,5,Chicago Bulls,CHI,East,Central,F,6-8,194,24,Ratiopharm Ulm (Germany),France,2025,1,12,Active
