Id,First Name,Last Name,Full Name,Team Id,Team Name,Team Abbreviation,Conference,Division,Position,Height,Weight,Jersey Number,College,Country,Draft Year,Draft Round,Draft Number,Status
214,Jrue,Holiday,Jrue Holiday,25,Portland Trail Blazers,POR,West,Northwest,G,6-4,220,5,UCLA,USA,2009,1,17,Active
219,Al,Horford,Al Horford,10,Golden State Warriors,GSW,West,Pacific,C-F,6-8,240,20,Florida,Dominican Republic,2007,1,3,Active
221,Kevin,Huerter,Kevin Huerter,9,Detroit Pistons,DET,East,Central,G,6-6,190,27,Maryland,USA,2018,1,19,Active
227,Brandon,Ingram,Brandon Ingram,28,Toronto Raptors,TOR,East,Atlantic,F,6-8,190,3,Duke,USA,2016,1,2,Active
228,Kyrie,Irving,Kyrie Irving,7,Dallas Mavericks,DAL,West,Southwest,G,6-2,195,11,Duke,Australia,2011,1,1,Active
229,Jonathan,Isaac,Jonathan Isaac,22,Orlando Magic,ORL,East,Southeast,F,6-10,230,1,Florida State,USA,2017,1,6,Active
231,Jaren,Jackson Jr.,Jaren Jackson Jr.,29,Utah Jazz,UTA,West,Northwest,F-C,6-10,242,20,Michigan State,USA,2018,1,4,Active
237,LeBron,James,LeBron James,23,Philadelphia 76ers,PHI,East,Atlantic,F,6-9,250,23,St. Vincent-St. Mary HS (OH),USA,2003,1,1,Active
246,Nikola,Jokic,Nikola Jokic,8,Denver Nuggets,DEN,West,Northwest,C,6-11,284,15,Mega Basket,Serbia,2014,2,41,Active
247,Derrick,Jones Jr.,Derrick Jones Jr.,13,LA Clippers,LAC,West,Pacific,F-G,6-6,210,5,UNLV,USA,,,,Active
249,Tyus,Jones,Tyus Jones,8,Denver Nuggets,DEN,West,Northwest,G,6-0,196,5,Duke,USA,2015,1,24,Active
250,DeAndre,Jordan,DeAndre Jordan,19,New Orleans Pelicans,NOP,West,Southwest,C,6-11,265,6,Texas A&M,USA,2008,2,35,Active
254,Luke,Kennard,Luke Kennard,24,Phoenix Suns,PHX,West,Pacific,G,6-5,206,10,Duke,USA,2017,1,12,Active
261,Luke,Kornet,Luke Kornet,27,San Antonio Spurs,SAS,West,Southwest,F-C,7-1,250,7,Vanderbilt,USA,,,,Active
265,Kyle,Kuzma,Kyle Kuzma,17,Milwaukee Bucks,MIL,East,Central,F,6-8,221,18,Utah,USA,2017,1,27,Active
268,Zach,LaVine,Zach LaVine,26,Sacramento Kings,SAC,West,Pacific,G,6-5,200,8,UCLA,USA,2014,1,13,Active
274,Kawhi,Leonard,Kawhi Leonard,13,LA Clippers,LAC,West,Pacific,F,6-6,225,2,San Diego State,USA,2011,1,15,Active
277,Caris,LeVert,Caris LeVert,17,Milwaukee Bucks,MIL,East,Central,G,6-7,205,8,Michigan,USA,2016,1,20,Active
278,Damian,Lillard,Damian Lillard,25,Portland Trail Blazers,POR,West,Northwest,G,6-2,200,0,Weber State,USA,2012,1,6,Active
282,Kevon,Looney,Kevon Looney,14,Los Angeles Lakers,LAL,West,Pacific,F,6-9,222,55,UCLA,USA,2015,1,30,Active
283,Brook,Lopez,Brook Lopez,13,LA Clippers,LAC,West,Pacific,C,7-1,282,11,Stanford,USA,2008,1,10,Active
285,Kevin,Love,Kevin Love,29,Utah Jazz,UTA,West,Northwest,F-C,6-10,251,42,UCLA,USA,2008,1,5,Active
286,Kyle,Lowry,Kyle Lowry,23,Philadelphia 76ers,PHI,East,Atlantic,G,6-0,196,7,Villanova,USA,2006,1,24,Active
290,Trey,Lyles,Trey Lyles,18,Minnesota Timberwolves,MIN,West,Northwest,F,6-9,234,41,Kentucky,Canada,2015,1,12,Active
297,Lauri,Markkanen,Lauri Markkanen,29,Utah Jazz,UTA,West,Northwest,F,7-1,240,23,Arizona,Finland,2017,1,7,Active
303,CJ,McCollum,CJ McCollum,1,Atlanta Hawks,ATL,East,Southeast,G,6-3,190,3,Lehigh,USA,2013,1,10,Active
304,T.J.,McConnell,T.J. McConnell,12,Indiana Pacers,IND,East,Central,G,6-1,190,9,Arizona,USA,2015,,,Active
313,De'Anthony,Melton,De'Anthony Melton,10,Golden State Warriors,GSW,West,Pacific,G,6-2,200,8,Southern California,USA,2018,2,46,Active
315,Khris,Middleton,Khris Middleton,30,Washington Wizards,WAS,East,Southeast,F,6-7,222,20,Texas A&M,USA,2012,2,39,Active
322,Donovan,Mitchell,Donovan Mitchell,6,Cleveland Cavaliers,CLE,East,Central,G,6-2,215,45,Louisville,USA,2017,1,13,Active
324,Malik,Monk,Malik Monk,26,Sacramento Kings,SAC,West,Pacific,G,6-3,200,0,Kentucky,USA,2017,1,11,Active
334,Dejounte,Murray,Dejounte Murray,19,New Orleans Pelicans,NOP,West,Southwest,G,6-4,180,5,Washington,USA,2016,1,29,Active
335,Jamal,Murray,Jamal Murray,8,Denver Nuggets,DEN,West,Northwest,G,6-4,215,27,Kentucky,Canada,2016,1,7,Active
338,Svi,Mykhailiuk,Svi Mykhailiuk,29,Utah Jazz,UTA,West,Northwest,G,6-7,205,10,Kansas,Ukraine,2018,2,47,Active
340,Larry,Nance Jr.,Larry Nance Jr.,12,Indiana Pacers,IND,East,Central,F,6-6,245,22,Wyoming,USA,2015,1,27,Active
344,Georges,Niang,Georges Niang,10,Golden State Warriors,GSW,West,Pacific,F,6-6,230,20,Iowa State,USA,2016,2,50,Active
349,Jusuf,Nurkic,Jusuf Nurkic,29,Utah Jazz,UTA,West,Northwest,C,6-11,290,30,Cedevita,Bosnia and Herzegovina,2014,1,16,Active
351,Royce,O'Neale,Royce O'Neale,4,Charlotte Hornets,CHA,East,Southeast,F,6-6,226,0,Baylor,USA,,,,Active
356,Josh,Okogie,Josh Okogie,29,Utah Jazz,UTA,West,Northwest,G,6-4,213,20,Georgia Tech,Nigeria,2018,1,20,Active
360,Kelly,Oubre Jr.,Kelly Oubre Jr.,12,Indiana Pacers,IND,East,Central,F,6-8,210,10,Kansas,USA,2015,1,15,Active
373,Jakob,Poeltl,Jakob Poeltl,28,Toronto Raptors,TOR,East,Atlantic,C,7-0,253,19,Utah,Austria,2016,1,9,Active
375,Michael,Porter Jr.,Michael Porter Jr.,3,Brooklyn Nets,BKN,East,Atlantic,F,6-10,218,17,Missouri,USA,2018,1,14,Active
377,Bobby,Portis,Bobby Portis,16,Miami Heat,MIA,East,Southeast,F,6-9,250,95,Arkansas,USA,2015,1,22,Active
378,Kristaps,Porzingis,Kristaps Porzingis,10,Golden State Warriors,GSW,West,Pacific,F-C,7-2,240,7,Cajasol Sevilla,Latvia,2015,1,4,Active
379,Dwight,Powell,Dwight Powell,7,Dallas Mavericks,DAL,West,Southwest,F-C,6-10,240,7,Stanford,Canada,2014,2,45,Active
380,Norman,Powell,Norman Powell,5,Chicago Bulls,CHI,East,Central,F-G,6-3,215,24,UCLA,USA,2015,2,46,Active
383,Taurean,Prince,Taurean Prince,9,Detroit Pistons,DET,East,Central,F,6-6,218,12,Baylor,USA,2016,1,12,Active
387,Julius,Randle,Julius Randle,3,Brooklyn Nets,BKN,East,Atlantic,F,6-9,250,30,Kentucky,USA,2014,1,7,Active
397,Duncan,Robinson,Duncan Robinson,9,Detroit Pistons,DET,East,Central,F,6-7,215,55,Michigan,USA,,,,Active
399,Mitchell,Robinson,Mitchell Robinson,2,Boston Celtics,BOS,East,Atlantic,C,7-0,240,4,Western Kentucky,USA,2018,2,36,Active
405,D'Angelo,Russell,D'Angelo Russell,15,Memphis Grizzlies,MEM,West,Southwest,G,6-3,193,5,Ohio State,USA,2015,1,2,Active
406,Domantas,Sabonis,Domantas Sabonis,26,Sacramento Kings,SAC,West,Pacific,F,6-10,240,11,Gonzaga,Lithuania,2016,1,11,Active
409,Dennis,Schroder,Dennis Schroder,4,Charlotte Hornets,CHA,East,Southeast,G,6-1,175,8,Braunschweig,Germany,2013,1,17,Active
413,Collin,Sexton,Collin Sexton,14,Los Angeles Lakers,LAL,West,Pacific,G,6-3,190,10,Alabama,USA,2018,1,8,Active
414,Landry,Shamet,Landry Shamet,20,New York Knicks,NYK,East,Atlantic,G,6-5,190,44,Wichita State,USA,2018,1,26,Active
416,Pascal,Siakam,Pascal Siakam,12,Indiana Pacers,IND,East,Central,F,6-8,245,43,New Mexico State,Cameroon,2016,1,27,Active
419,Anfernee,Simons,Anfernee Simons,23,Philadelphia 76ers,PHI,East,Atlantic,G,6-3,200,22,Edgewater HS (FL),USA,2018,1,24,Active
420,Marcus,Smart,Marcus Smart,11,Houston Rockets,HOU,West,Southwest,G,6-3,220,36,Oklahoma State,USA,2014,1,6,Active
434,Jayson,Tatum,Jayson Tatum,2,Boston Celtics,BOS,East,Atlantic,F,6-8,210,0,Duke,USA,2017,1,3,Active
443,Klay,Thompson,Klay Thompson,16,Miami Heat,MIA,East,Southeast,G,6-5,220,31,Washington State,USA,2011,1,11,Active
447,Karl-Anthony,Towns,Karl-Anthony Towns,20,New York Knicks,NYK,East,Atlantic,C,7-0,248,32,Kentucky,USA,2015,1,1,Active
452,Myles,Turner,Myles Turner,17,Milwaukee Bucks,MIL,East,Central,C-F,6-11,250,3,Texas,USA,2015,1,11,Active
457,Jarred,Vanderbilt,Jarred Vanderbilt,14,Los Angeles Lakers,LAL,West,Pacific,F,6-8,214,2,Kentucky,USA,2018,2,41,Active
458,Fred,VanVleet,Fred VanVleet,11,Houston Rockets,HOU,West,Southwest,G,6-0,197,5,Wichita State,USA,,,,Active
460,Nikola,Vucevic,Nikola Vucevic,22,Orlando Magic,ORL,East,Southeast,C,6-9,265,9,Southern California,Montenegro,2011,1,16,Active
462,Moritz,Wagner,Moritz Wagner,3,Brooklyn Nets,BKN,East,Atlantic,C,6-11,245,21,Michigan,Germany,2018,1,25,Active
473,Derrick,White,Derrick White,2,Boston Celtics,BOS,East,Atlantic,G,6-4,190,9,Colorado,USA,2017,1,29,Active
475,Andrew,Wiggins,Andrew Wiggins,16,Miami Heat,MIA,East,Southeast,F-G,6-6,197,22,Kansas,Canada,2014,1,1,Active
476,Robert,Williams III,Robert Williams III,25,Portland Trail Blazers,POR,West,Northwest,C-F,6-9,249,35,Texas A&M,USA,2018,1,27,Active
480,Kenrich,Williams,Kenrich Williams,21,Oklahoma City Thunder,OKC,West,Northwest,G-F,6-7,210,34,TCU,USA,,,,Active
490,Trae,Young,Trae Young,30,Washington Wizards,WAS,East,Southeast,G,6-2,164,3,Oklahoma,USA,2018,1,5,Active
493,Ivica,Zubac,Ivica Zubac,12,Indiana Pacers,IND,East,Central,C,7-0,240,40,Mega Basket,Croatia,2016,2,32,Active
2189,Gary,Payton II,Gary Payton II,10,Golden State Warriors,GSW,West,Pacific,G,6-2,195,0,Oregon State,USA,,,,Active
3089,Gary,Trent Jr.,Gary Trent Jr.,17,Milwaukee Bucks,MIL,East,Central,G,6-5,204,5,Duke,USA,2018,2,37,Active
3092,Haywood,Highsmith,Haywood Highsmith,24,Phoenix Suns,PHX,West,Pacific,F,6-5,220,7,Wheeling Jesuit,USA,2018,,,Active
666400,Nickeil,Alexander-Walker,Nickeil Alexander-Walker,1,Atlanta Hawks,ATL,East,Southeast,G,6-5,205,7,Virginia Tech,Canada,2019,1,17,Active
666423,RJ,Barrett,RJ Barrett,28,Toronto Raptors,TOR,East,Atlantic,F-G,6-6,214,9,Duke,Canada,2019,1,3,Active
666442,Goga,Bitadze,Goga Bitadze,22,Orlando Magic,ORL,East,Southeast,C,6-11,250,35,Mega Basket,Georgia,2019,1,18,Active
666508,Nicolas,Claxton,Nicolas Claxton,5,Chicago Bulls,CHI,East,Central,F-C,6-11,215,9,Georgia,USA,2019,2,31,Active
666511,Amir,Coffey,Amir Coffey,24,Phoenix Suns,PHX,West,Pacific,G,6-7,210,2,Minnesota,USA,,,,Active
666541,Luguentz,Dort,Luguentz Dort,1,Atlanta Hawks,ATL,East,Southeast,G,6-4,220,5,Arizona State,Canada,,,,Active
666560,Tacko,Fall,Tacko Fall,23,Philadelphia 76ers,PHI,East,Atlantic,C,7-6,311,99,Central Florida,Senegal,,,,Active
666577,Daniel,Gafford,Daniel Gafford,7,Dallas Mavericks,DAL,West,Southwest,F,6-10,265,21,Arkansas,USA,2019,2,38,Active
666581,Darius,Garland,Darius Garland,13,LA Clippers,LAC,West,Pacific,G,6-1,192,10,Vanderbilt,USA,2019,1,5,Active
666604,Javonte,Green,Javonte Green,9,Detroit Pistons,DET,East,Central,G-F,6-5,205,31,Radford,USA,,,,Active
666609,Rui,Hachimura,Rui Hachimura,13,LA Clippers,LAC,West,Pacific,F,6-8,230,28,Gonzaga,Japan,2019,1,9,Active
666626,Jaxson,Hayes,Jaxson Hayes,29,Utah Jazz,UTA,West,Northwest,C,7-0,220,11,Texas,USA,2019,1,8,Active
666633,Tyler,Herro,Tyler Herro,17,Milwaukee Bucks,MIL,East,Central,G,6-5,195,11,Kentucky,USA,2019,1,13,Active
666656,De'Andre,Hunter,De'Andre Hunter,26,Sacramento Kings,SAC,West,Pacific,F,6-7,221,15,Virginia,USA,2019,1,4,Active
666676,Ty,Jerome,Ty Jerome,15,Memphis Grizzlies,MEM,West,Southwest,G,6-5,195,2,Virginia,USA,2019,1,24,Active
666679,Cameron,Johnson,Cameron Johnson,8,Denver Nuggets,DEN,West,Northwest,F,6-8,210,23,North Carolina,USA,2019,1,11,Active
666682,Keldon,Johnson,Keldon Johnson,27,San Antonio Spurs,SAS,West,Southwest,F,6-6,220,3,Kentucky,USA,2019,1,29,Active
666743,Terance,Mann,Terance Mann,3,Brooklyn Nets,BKN,East,Atlantic,G,6-6,215,14,Florida State,USA,2019,2,48,Active
666747,Caleb,Martin,Caleb Martin,7,Dallas Mavericks,DAL,West,Southwest,F,6-5,205,16,Nevada,USA,,,,Active
666767,Jordan,McLaughlin,Jordan McLaughlin,27,San Antonio Spurs,SAS,West,Southwest,G,5-11,185,0,Southern California,USA,,,,Active
666786,Ja,Morant,Ja Morant,25,Portland Trail Blazers,POR,West,Northwest,G,6-2,174,12,Murray State,USA,2019,1,2,Active
666848,Jordan,Poole,Jordan Poole,19,New Orleans Pelicans,NOP,West,Southwest,G,6-4,194,3,Michigan,USA,2019,1,28,Active
666849,Kevin,Porter Jr.,Kevin Porter Jr.,17,Milwaukee Bucks,MIL,East,Central,G,6-5,203,7,Southern California,USA,2019,1,30,Active
666908,Max,Strus,Max Strus,13,LA Clippers,LAC,West,Pacific,G,6-5,215,2,DePaul,USA,,,,Active
666923,Matisse,Thybulle,Matisse Thybulle,14,Los Angeles Lakers,LAL,West,Pacific,G-F,6-5,202,4,Washington,USA,2019,1,20,Active
666940,Dean,Wade,Dean Wade,23,Philadelphia 76ers,PHI,East,Atlantic,F,6-9,228,32,Kansas State,USA,,,,Active
666950,P.J.,Washington,P.J. Washington,7,Dallas Mavericks,DAL,West,Southwest,F,6-7,230,25,Kentucky,USA,2019,1,12,Active
666956,Coby,White,Coby White,4,Charlotte Hornets,CHA,East,Southeast,G,6-4,210,3,North Carolina,USA,2019,1,7,Active
666965,Grant,Williams,Grant Williams,4,Charlotte Hornets,CHA,East,Southeast,F,6-7,236,2,Tennessee,USA,2019,1,22,Active
666969,Zion,Williamson,Zion Williamson,19,New Orleans Pelicans,NOP,West,Southwest,F,6-6,284,1,Duke,USA,2019,1,1,Active
667378,Naz,Reid,Naz Reid,4,Charlotte Hornets,CHA,East,Southeast,F-C,6-9,264,11,Louisiana State,USA,,,,Active
1603383,Gabe,Vincent,Gabe Vincent,1,Atlanta Hawks,ATL,East,Southeast,G,6-2,200,4,California-Santa Barbara,USA,,,,Active
3547238,Anthony,Edwards,Anthony Edwards,18,Minnesota Timberwolves,MIN,West,Northwest,G,6-4,225,5,Georgia,USA,2020,1,1,Active
3547239,LaMelo,Ball,LaMelo Ball,18,Minnesota Timberwolves,MIN,West,Northwest,G,6-7,180,1,Illawarra,USA,2020,1,3,Active
3547242,Deni,Avdija,Deni Avdija,25,Portland Trail Blazers,POR,West,Northwest,F,6-8,228,8,Maccabi Tel Aviv,Israel,2020,1,9,Active
3547243,Obi,Toppin,Obi Toppin,12,Indiana Pacers,IND,East,Central,F,6-9,220,1,Dayton,USA,2020,1,8,Active
3547244,Onyeka,Okongwu,Onyeka Okongwu,1,Atlanta Hawks,ATL,East,Southeast,F-C,6-10,240,17,Southern California,USA,2020,1,6,Active
3547245,Tyrese,Haliburton,Tyrese Haliburton,12,Indiana Pacers,IND,East,Central,G,6-5,185,0,Iowa State,USA,2020,1,12,Active
3547246,Devin,Vassell,Devin Vassell,27,San Antonio Spurs,SAS,West,Southwest,G-F,6-5,200,24,Florida State,USA,2020,1,11,Active
3547247,Isaac,Okoro,Isaac Okoro,5,Chicago Bulls,CHI,East,Central,F-G,6-4,225,35,Auburn,USA,2020,1,5,Active
3547248,Patrick,Williams,Patrick Williams,5,Chicago Bulls,CHI,East,Central,F,6-6,235,44,Florida State,USA,2020,1,4,Active
3547249,Precious,Achiuwa,Precious Achiuwa,26,Sacramento Kings,SAC,West,Pacific,F,6-8,243,9,Memphis,Nigeria,2020,1,20,Active
3547250,Aaron,Nesmith,Aaron Nesmith,12,Indiana Pacers,IND,East,Central,G-F,6-5,215,23,Vanderbilt,USA,2020,1,14,Active
3547254,Tyrese,Maxey,Tyrese Maxey,23,Philadelphia 76ers,PHI,East,Atlantic,G,6-2,200,0,Kentucky,USA,2020,1,21,Active
3547256,Saddiq,Bey,Saddiq Bey,19,New Orleans Pelicans,NOP,West,Southwest,F,6-8,215,41,Villanova,USA,2020,1,19,Active
3547258,Josh,Green,Josh Green,29,Utah Jazz,UTA,West,Northwest,G,6-6,200,10,Arizona,Australia,2020,1,18,Active
3547259,Jaden,McDaniels,Jaden McDaniels,18,Minnesota Timberwolves,MIN,West,Northwest,F,6-9,185,3,Washington,USA,2020,1,28,Active
3547264,Jalen,Smith,Jalen Smith,5,Chicago Bulls,CHI,East,Central,F-C,6-8,244,25,Maryland,USA,2020,1,10,Active
3547267,Isaiah,Stewart,Isaiah Stewart,15,Memphis Grizzlies,MEM,West,Southwest,F-C,6-8,250,28,Washington,USA,2020,1,16,Active
3547268,Zeke,Nnaji,Zeke Nnaji,8,Denver Nuggets,DEN,West,Northwest,F-C,6-10,240,22,Arizona,USA,2020,1,22,Active
3547269,Immanuel,Quickley,Immanuel Quickley,28,Toronto Raptors,TOR,East,Atlantic,G,6-2,190,5,Kentucky,USA,2020,1,25,Active
3547270,Paul,Reed,Paul Reed,9,Detroit Pistons,DET,East,Central,F,6-9,210,7,DePaul,USA,2020,2,58,Active
3547272,Isaiah,Joe,Isaiah Joe,9,Detroit Pistons,DET,East,Central,G,6-4,165,11,Arkansas,USA,2020,2,49,Active
3547274,Tre,Jones,Tre Jones,5,Chicago Bulls,CHI,East,Central,G,6-1,190,30,Duke,USA,2020,2,41,Active
3547276,Payton,Pritchard,Payton Pritchard,2,Boston Celtics,BOS,East,Atlantic,G,6-1,195,11,Oregon,USA,2020,1,26,Active
3547282,Nick,Richards,Nick Richards,16,Miami Heat,MIA,East,Southeast,C,6-11,245,13,Kentucky,Jamaica,2020,2,42,Active
3547285,Xavier,Tillman,Xavier Tillman,4,Charlotte Hornets,CHA,East,Southeast,F,6-8,245,26,Michigan State,USA,2020,2,35,Active
3547287,Desmond,Bane,Desmond Bane,22,Orlando Magic,ORL,East,Southeast,G,6-6,215,3,TCU,USA,2020,1,30,Active
3547293,Naji,Marshall,Naji Marshall,7,Dallas Mavericks,DAL,West,Southwest,F,6-6,220,3,Xavier,USA,,,,Active
3547299,Sam,Merrill,Sam Merrill,6,Cleveland Cavaliers,CLE,East,Central,G,6-4,205,5,Utah State,USA,2020,2,60,Active
3547301,Jae'Sean,Tate,Jae'Sean Tate,11,Houston Rockets,HOU,West,Southwest,F,6-4,230,8,Ohio State,USA,,,,Active
3547302,Anthony,Gill,Anthony Gill,30,Washington Wizards,WAS,East,Southeast,F,6-7,230,16,Virginia,USA,,,,Active
4197387,Vit,Krejci,Vit Krejci,25,Portland Trail Blazers,POR,West,Northwest,G,6-8,195,27,Zaragoza,Czech Republic,2020,2,37,Active
17553967,Neemias,Queta,Neemias Queta,2,Boston Celtics,BOS,East,Atlantic,C,7-0,248,88,Utah State,Portugal,2021,2,39,Active
17553979,Jonathan,Kuminga,Jonathan Kuminga,18,Minnesota Timberwolves,MIN,West,Northwest,F,6-7,225,0,NBA G League Ignite,DRC,2021,1,7,Active
17553992,Moses,Moody,Moses Moody,10,Golden State Warriors,GSW,West,Pacific,G,6-5,211,4,Arkansas,USA,2021,1,14,Active
17553994,Davion,Mitchell,Davion Mitchell,16,Miami Heat,MIA,East,Southeast,G,6-0,202,2,Baylor,USA,2021,1,9,Active
17553995,Austin,Reaves,Austin Reaves,14,Los Angeles Lakers,LAL,West,Pacific,G,6-5,197,15,Oklahoma,USA,,,,Active
17554004,AJ,Lawson,AJ Lawson,28,Toronto Raptors,TOR,East,Atlantic,G,6-6,179,0,South Carolina,Canada,,,,Active
17895854,Charles,Bassey,Charles Bassey,10,Golden State Warriors,GSW,West,Pacific,G,6-10,230,28,Western Kentucky,Nigeria,2021,2,53,Active
17895858,Quentin,Grimes,Quentin Grimes,14,Los Angeles Lakers,LAL,West,Pacific,G,6-5,207,5,Houston,USA,2021,1,25,Active
17895966,Jalen,Green,Jalen Green,24,Phoenix Suns,PHX,West,Pacific,G,6-4,186,4,NBA G League Ignite,USA,2021,1,2,Active
17895983,Ayo,Dosunmu,Ayo Dosunmu,18,Minnesota Timberwolves,MIN,West,Northwest,G,6-4,201,13,Illinois,USA,2021,2,38,Active
17896024,Herbert,Jones,Herbert Jones,19,New Orleans Pelicans,NOP,West,Southwest,F,6-7,206,2,Alabama,USA,2021,2,35,Active
17896026,Franz,Wagner,Franz Wagner,22,Orlando Magic,ORL,East,Southeast,F,6-10,220,22,Michigan,Germany,2021,1,8,Active
17896027,Ziaire,Williams,Ziaire Williams,14,Los Angeles Lakers,LAL,West,Pacific,G-F,6-9,185,11,Stanford,USA,2021,1,10,Active
17896029,Sharife,Cooper,Sharife Cooper,30,Washington Wizards,WAS,East,Southeast,G,6-0,176,13,Auburn,USA,2021,2,48,Active
17896031,Nah'Shon,Hyland,Nah'Shon Hyland,18,Minnesota Timberwolves,MIN,West,Northwest,G,6-2,169,8,Virginia Commonwealth,USA,2021,1,26,Active
17896033,Miles,McBride,Miles McBride,20,New York Knicks,NYK,East,Atlantic,G,6-2,195,2,West Virginia,USA,2021,2,36,Active
17896035,Isaiah,Jackson,Isaiah Jackson,13,LA Clippers,LAC,West,Pacific,F,6-8,205,23,Kentucky,USA,2021,1,22,Active
17896036,Tre,Mann,Tre Mann,30,Washington Wizards,WAS,East,Southeast,G,6-4,178,23,Florida,USA,2021,1,18,Active
17896038,Day'Ron,Sharpe,Day'Ron Sharpe,3,Brooklyn Nets,BKN,East,Atlantic,C,6-10,265,20,North Carolina,USA,2021,1,29,Active
17896039,Justin,Champagnie,Justin Champagnie,30,Washington Wizards,WAS,East,Southeast,F,6-6,206,9,Pittsburgh,USA,,,,Active
17896040,Jalen,Johnson,Jalen Johnson,1,Atlanta Hawks,ATL,East,Southeast,F,6-8,219,1,Duke,USA,2021,1,20,Active
17896045,Corey,Kispert,Corey Kispert,1,Atlanta Hawks,ATL,East,Southeast,F,6-6,224,24,Gonzaga,USA,2021,1,15,Active
17896055,Scottie,Barnes,Scottie Barnes,28,Toronto Raptors,TOR,East,Atlantic,G-F,6-8,237,4,Florida State,USA,2021,1,4,Active
17896056,Luka,Garza,Luka Garza,2,Boston Celtics,BOS,East,Atlantic,C,6-10,243,52,Iowa,USA,2021,2,52,Active
17896058,Trendon,Watford,Trendon Watford,19,New Orleans Pelicans,NOP,West,Southwest,F,6-8,245,12,Louisiana State,USA,,,,Active
17896059,Sandro,Mamukelashvili,Sandro Mamukelashvili,14,Los Angeles Lakers,LAL,West,Pacific,F,6-9,240,54,Seton Hall,Georgia,2021,2,54,Active
17896060,Sam,Hauser,Sam Hauser,2,Boston Celtics,BOS,East,Atlantic,F,6-7,217,30,Virginia,USA,,,,Active
17896062,Alperen,Sengun,Alperen Sengun,11,Houston Rockets,HOU,West,Southwest,F-C,6-11,243,28,Besiktas,Turkey,2021,1,16,Active
17896063,Jericho,Sims,Jericho Sims,17,Milwaukee Bucks,MIL,East,Central,F,6-10,250,0,Texas,USA,2021,2,58,Active
17896065,Josh,Giddey,Josh Giddey,5,Chicago Bulls,CHI,East,Central,G,6-7,214,3,NBA Global Academy,Australia,2021,1,6,Active
17896067,Santi,Aldama,Santi Aldama,7,Dallas Mavericks,DAL,West,Southwest,F,7-0,215,34,Loyola-Maryland,Spain,2021,1,30,Active
17896071,Isaiah,Livers,Isaiah Livers,24,Phoenix Suns,PHX,West,Pacific,F,6-6,232,18,Michigan,USA,2021,2,42,Active
17896073,Jalen,Suggs,Jalen Suggs,22,Orlando Magic,ORL,East,Southeast,G,6-5,205,4,Gonzaga,USA,2021,1,5,Active
17896075,Cade,Cunningham,Cade Cunningham,9,Detroit Pistons,DET,East,Central,G-F,6-6,220,2,Oklahoma State,USA,2021,1,1,Active
17896076,Evan,Mobley,Evan Mobley,6,Cleveland Cavaliers,CLE,East,Central,F-C,6-11,215,4,Southern California,USA,2021,1,3,Active
17896078,Aaron,Wiggins,Aaron Wiggins,1,Atlanta Hawks,ATL,East,Southeast,G,6-5,190,21,Maryland,USA,2021,2,55,Active
17896097,Jose,Alvarado,Jose Alvarado,20,New York Knicks,NYK,East,Atlantic,G,6-0,179,5,Georgia Tech,USA,,,,Active
17896103,Jay,Huff,Jay Huff,12,Indiana Pacers,IND,East,Central,F-C,7-1,240,32,Virginia,USA,,,,Active
18677986,Trey,Murphy III,Trey Murphy III,19,New Orleans Pelicans,NOP,West,Southwest,F,6-8,206,25,Virginia,USA,2021,1,17,Active
18678058,Jordan,Goodwin,Jordan Goodwin,24,Phoenix Suns,PHX,West,Pacific,G,6-3,215,23,St. Louis,USA,,,,Active
19465326,Jock,Landale,Jock Landale,1,Atlanta Hawks,ATL,East,Southeast,C,6-11,255,31,St. Mary's,Australia,,,,Active
19465584,Micah,Potter,Micah Potter,25,Portland Trail Blazers,POR,West,Northwest,F,6-9,248,11,Wisconsin,USA,,,,Active
19465585,Dru,Smith,Dru Smith,16,Miami Heat,MIA,East,Southeast,G,6-2,203,12,Missouri,USA,,,,Active
24489167,Brandon,Williams,Brandon Williams,10,Golden State Warriors,GSW,West,Pacific,G,6-1,190,10,Arizona,USA,,,,Active
38017507,Andrew,Nembhard,Andrew Nembhard,12,Indiana Pacers,IND,East,Central,G-F,6-4,191,2,Gonzaga,Canada,2022,2,31,Active
38017649,Julian,Champagnie,Julian Champagnie,27,San Antonio Spurs,SAS,West,Southwest,F,6-7,217,30,St. John's,USA,,,,Active
38017656,Scotty,Pippen Jr.,Scotty Pippen Jr.,15,Memphis Grizzlies,MEM,West,Southwest,G,6-2,170,1,Vanderbilt,USA,,,,Active
38017676,MarJon,Beauchamp,MarJon Beauchamp,23,Philadelphia 76ers,PHI,East,Atlantic,F,6-7,199,16,NBA G League Ignite,USA,2022,1,24,Active
38017677,Dyson,Daniels,Dyson Daniels,1,Atlanta Hawks,ATL,East,Southeast,G,6-7,199,5,NBA G League Ignite,Australia,2022,1,8,Active
38017679,Jaden,Hardy,Jaden Hardy,14,Los Angeles Lakers,LAL,West,Pacific,G,6-3,198,7,NBA G League Ignite,USA,2022,2,37,Active
38017683,Paolo,Banchero,Paolo Banchero,22,Orlando Magic,ORL,East,Southeast,F,6-10,250,5,Duke,USA,2022,1,1,Active
38017684,Jabari,Smith Jr.,Jabari Smith Jr.,11,Houston Rockets,HOU,West,Southwest,F,6-11,220,10,Auburn,USA,2022,1,3,Active
